benchmark,mode,Threads,Samples,score,score_error,unit,dataset_size,class_name,operation,is_outlier
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0001613684180936287,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00015033432978394138,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00014474981980474376,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00014114139528454965,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00011823224978122193,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0001329939192528433,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00013803730536955831,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00016756853286776407,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0001536858154219625,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00011269635139309175,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00015330573420091145,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00013950741556171167,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00013382906094784692,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00015890144671960564,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00016706026080915597,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00016512001040565577,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00013067126072890478,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00014098362388182534,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00015344542571116228,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.00016598127909293246,1.3e-05,ops/ns,10000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.952082576215471e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9814341023336184e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.889366502599397e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.8803793375919328e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.08125258223942e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.135624002857082e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9927989878419665e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.1003532897892023e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.0361636025047634e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9354880245394877e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.0361395605508414e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.1538036566465967e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9964173960890046e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.1564643655814007e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.7380254895910254e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.0821902504375223e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.008704706823817e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9700992649534134e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.00917607765355e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.8012431085399106e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.978032811216249e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.0357112571511745e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.1477894044741514e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9481729781726353e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9191506397106814e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.9498242956415462e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.091540211770207e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.0328751109659684e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,1.947023979623296e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,2.0513267433113357e-06,0.0,ops/ns,100000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.delete,thrpt,1,30,0.0,0.0,ops/ns,1000000,ArrayListBenchmark,delete,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.13838968644567096,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09498949928815781,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.15400383496702144,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.08242023976767839,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1331784857065961,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.17410749200910944,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09291831840396265,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10374625557372952,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12074342422265415,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1053496775476225,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.07862206819456077,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11994994823949987,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09108658319000267,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.13028760621275787,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09473332830725552,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.15775932470949722,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09820884990938611,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10997995142583525,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1389635830616517,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.08678437298409852,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12400551111213247,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1515624987553844,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.07717184355981768,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12291245153240156,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1248330470572195,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.13815464114470072,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.0866290285686537,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.08449768862946641,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1315216320682865,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12578000666618055,0.017053,ops/ns,1000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11493510762685602,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11722435282035673,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09273537956746275,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11449996889014154,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11595094663833101,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09191643390828057,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.15347152509063589,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12026342057969504,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.08053759832844452,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1246226607495135,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.08570563147008205,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12773679065115595,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.13660007584942008,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.08937965529952055,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1319426477390812,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11880687886073296,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12857121641693223,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1542115451107823,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10310467805204936,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09097681633992996,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.0877375002256809,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.08949588933908613,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10711955383202737,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11709799844168665,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1155601225225544,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12869343999118554,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1092691913092842,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.14363654098530482,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10264497659602245,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.17385515843465682,0.01594,ops/ns,10000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1179691696509312,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09863202508192129,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.0958447617614978,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11610180074991257,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10689587833030399,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11912109987273002,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11598137218026836,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10886025656847374,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09876717727680123,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.09005526044773476,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.10398711143372535,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.12097808009351732,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.1126019423728941,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.0935646356341541,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
com.research.benchmark.ArrayListBenchmark.insert,thrpt,1,30,0.11206840865656913,0.008713,ops/ns,100000,ArrayListBenchmark,insert,False
